id,headline,person,stages,investment_locations,location,position,min_investment,max_investment,target_investment,headline,previous_position,previous_firm,areas_of_interest_freeform,no_current_interest_freeform,vote_count,firm,degrees,investments_on_record
11290,Partner & Co-Founder at Yes VC,Jyri Engestrom,Pre-seed,San Francisco Bay Area,"San Francisco, California",general_partner,30000,1500000,250000,Partner & Co-Founder at Yes VC,,,,,1,Yes VC,,"{'id': '19865', 'company_display_name': 'appbackr', 'total_raised': ['$600K'], 'coinvestor_names': [], 'investor_profile_funding_rounds': [{'id': '51325', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '29319', 'stage': 'Seed Round', 'date': '2010-07-22T00:00:00Z', 'amount': '$600K'}}]}"
12255,General Partner at A.Capital Venture,Kartik Talwar,Series A,San Francisco Bay Area,"San Francisco, California",general_partner,100000,10000000,1000000,General Partner at A.Capital Venture,,,,,1,A Capital,,"{'id': '58671', 'company_display_name': 'Iron Fish', 'total_raised': ['$33M'], 'coinvestor_names': ['John Lilly (Greylock)', 'Jill Carlson (Slow Ventures)', 'Jack Abraham (Atomic)', 'Naval Ravikant (The Hit Forge)', 'Linda Xie (Scalar Capital)', 'Do Kwon', 'Jack Chou'], 'investor_profile_funding_rounds': [{'id': '73303', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '39145', 'stage': 'Seed Round', 'date': '2021-04-06T00:00:00Z', 'amount': '$5.3M'}}]}"
5763,General Partner at InterWest Partners,Keval Desai,Series A,"San Francisco, California","San Francisco, California",general_partner,100000,5000000,1500000,General Partner at InterWest Partners,,,,,1,InterWest,"{'id': '2787', 'name': 'MBA', 'field_of_study': None, 'school': {'id': '27260', 'name': 'University of California, Berkeley - Walter A. Haas School of Business', 'display_name': 'University of California, Berkeley - Walter A. Haas School of Business', 'total_student_count': 46}}","{'id': '10491', 'company_display_name': 'Ribbon', 'total_raised': ['£2.6M', '$230M'], 'coinvestor_names': ['Pete Flint (NFX)', 'James Currier (NFX)', 'Karan Mehta (Octopus Ventures)', 'Thomas Korte (AngelPad)', 'Carine Magescas (AngelPad)', 'Joel Yarmon (Pipeline Capital Partners)', 'Greg Kidd'], 'investor_profile_funding_rounds': [{'id': '106327', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '58883', 'stage': 'Pre Seed Round', 'date': '2011-09-01T00:00:00Z', 'amount': '$120K'}}, {'id': '16044', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '11558', 'stage': 'Angel Round', 'date': '2011-09-01T00:00:00Z', 'amount': '$120K'}}]}"
8860,General Partner at Benchmark Capital,Kevin Harvey,Series B,San Francisco Bay Area,"Menlo Park, California",general_partner,1000000,15000000,8000000,General Partner at Benchmark Capital,,,,,1,Benchmark,,"{'id': '44357', 'company_display_name': 'Qlusters', 'total_raised': ['$26M'], 'coinvestor_names': ['John Cadeddu (DAG Ventures)'], 'investor_profile_funding_rounds': [{'id': '16209', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '10489', 'stage': 'Series C', 'date': '2007-08-08T00:00:00Z', 'amount': '$10M'}}]}"
7274,General Partner at Emergence Capital,Kevin Spain,Series A,San Francisco Bay Area,San Francisco Bay Area,general_partner,100000,10000000,1000000,General Partner at Emergence Capital,,,,,1,Emergence Capital,"{'id': '4779', 'name': 'MBA', 'field_of_study': None, 'school': {'id': '25213', 'name': 'University of Pennsylvania - The Wharton School', 'display_name': 'University of Pennsylvania - The Wharton School', 'total_student_count': 166}}","{'id': '11404', 'company_display_name': 'VigLink', 'total_raised': ['$27M'], 'coinvestor_names': ['Jeff Clavier (Uncork Capital)', 'Reid Hoffman (Greylock)', 'Seth Levine (Foundry Group)', 'Eric  Wiesen  (Bullpen Capital)', 'Kent Goldman (Upside Partnership)', 'Rich Miner', 'Hadi Partovi'], 'investor_profile_funding_rounds': [{'id': '16329', 'is_lead': False, 'board_role': {'id': '6809', 'title': 'Board Member'}, 'funding_round': {'id': '11536', 'stage': 'Series C', 'date': '2014-06-13T00:00:00Z', 'amount': '$18M'}}, {'id': '16338', 'is_lead': True, 'board_role': {'id': '6809', 'title': 'Board Member'}, 'funding_round': {'id': '11544', 'stage': 'Series B', 'date': '2011-03-10T00:00:00Z', 'amount': '$5.4M'}}]}"
13033,General Partner at CapitalG,Laela Sturdy,Series B,San Francisco Bay Area,"San Francisco, California",general_partner,100000,5000000,1500000,General Partner at CapitalG,,,,,1,CapitalG,,"{'id': '59977', 'company_display_name': 'Triparound', 'total_raised': ['$1.2M'], 'coinvestor_names': ['Andreas Stavropoulos (Threshold Ventures)'], 'investor_profile_funding_rounds': [{'id': '114146', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '41580', 'stage': 'Seed Round', 'date': '2019-03-18T00:00:00Z', 'amount': '$1.2M'}}]}"
9520,General Partner at Meritech Capital Partners,Max Motschwiller,Series D,"New York, New York","San Francisco, California",general_partner,5000000,25000000,12000000,General Partner at Meritech Capital Partners,,,,,1,Meritech Capital Partners,"{'id': '213', 'name': 'BA', 'field_of_study': 'Economics', 'school': {'id': '25380', 'name': 'Harvard University', 'display_name': 'Harvard University', 'total_student_count': 175}}","{'id': '30498', 'company_display_name': 'Self', 'total_raised': ['$90M'], 'coinvestor_names': ['Morgan Flager (Silverton Partners)'], 'investor_profile_funding_rounds': [{'id': '113464', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '61358', 'stage': 'Series E', 'date': '2021-09-16T00:00:00Z', 'amount': '$50M'}}, {'id': '113460', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '62663', 'stage': 'Series D', 'date': '2020-12-15T00:00:00Z', 'amount': '$40M'}}]}"
9130,Founder and General Partner at Crosslink Capital,Michael Stark,Seed,San Francisco Bay Area,"San Francisco, California",general_partner,2000000,10000000,4000000,Founder and General Partner at Crosslink Capital,,,,,1,Crosslink Capital,"{'id': '1386', 'name': 'MBA with distinction', 'field_of_study': None, 'school': {'id': '25353', 'name': 'University of Michigan - Stephen M. Ross School of Business', 'display_name': 'University of Michigan - Stephen M. Ross School of Business', 'total_student_count': 28}}","{'id': '74849', 'company_display_name': 'AirVine Scientific', 'total_raised': ['$10M'], 'coinvestor_names': [], 'investor_profile_funding_rounds': [{'id': '122175', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '67333', 'stage': 'Series A', 'date': '2022-10-02T00:00:00Z', 'amount': '$10M'}}]}"
9829,General Partner at Lightstone VC,Mike Carusi,Series B,San Francisco Bay Area,"Menlo Park, California",general_partner,100000,5000000,1500000,General Partner at Lightstone VC,,,,,1,Lightstone Ventures,,"{'id': '41527', 'company_display_name': 'EndoGastric Solutions', 'total_raised': ['$190M'], 'coinvestor_names': ['Brent Ahrens (Canaan Partners)'], 'investor_profile_funding_rounds': [{'id': '18970', 'is_lead': False, 'board_role': {'id': '7952', 'title': 'Board Member'}, 'funding_round': {'id': '3893', 'stage': 'Venture Round', 'date': '2015-12-01T00:00:00Z', 'amount': '$50M'}}, {'id': '18971', 'is_lead': True, 'board_role': {'id': '7952', 'title': 'Board Member'}, 'funding_round': {'id': '3897', 'stage': 'Series G', 'date': '2014-05-06T00:00:00Z', 'amount': '$30M'}}, {'id': '18977', 'is_lead': False, 'board_role': {'id': '7952', 'title': 'Board Member'}, 'funding_round': {'id': '3903', 'stage': 'Venture Round', 'date': '2012-06-21T00:00:00Z', 'amount': '$13M'}}, {'id': '18978', 'is_lead': False, 'board_role': {'id': '7952', 'title': 'Board Member'}, 'funding_round': {'id': '3904', 'stage': 'Venture Round', 'date': '2012-04-01T00:00:00Z', 'amount': '$2.1M'}}, {'id': '18979', 'is_lead': False, 'board_role': {'id': '7952', 'title': 'Board Member'}, 'funding_round': {'id': '3906', 'stage': 'Series G', 'date': '2012-03-21T00:00:00Z', 'amount': '$11M'}}, {'id': '87158', 'is_lead': None, 'board_role': {'id': '7952', 'title': 'Board Member'}, 'funding_round': {'id': '3910', 'stage': 'Series F', 'date': '2010-08-30T00:00:00Z', 'amount': '$30M'}}, {'id': '87155', 'is_lead': True, 'board_role': {'id': '7952', 'title': 'Board Member'}, 'funding_round': {'id': '48068', 'stage': 'Series E', 'date': '2009-11-30T00:00:00Z', 'amount': '$22M'}}, {'id': '18984', 'is_lead': False, 'board_role': {'id': '7952', 'title': 'Board Member'}, 'funding_round': {'id': '13088', 'stage': 'Venture Round', 'date': '2009-10-12T00:00:00Z', 'amount': '$9.5M'}}, {'id': '18985', 'is_lead': False, 'board_role': {'id': '7952', 'title': 'Board Member'}, 'funding_round': {'id': '13089', 'stage': 'Venture Round', 'date': '2009-06-30T00:00:00Z', 'amount': '$3.8M'}}, {'id': '18990', 'is_lead': False, 'board_role': {'id': '7952', 'title': 'Board Member'}, 'funding_round': {'id': '13092', 'stage': 'Series B', 'date': '2004-09-11T00:00:00Z', 'amount': '$12M'}}, {'id': '18991', 'is_lead': False, 'board_role': {'id': '7952', 'title': 'Board Member'}, 'funding_round': {'id': '13093', 'stage': 'Series A', 'date': '2003-06-04T00:00:00Z', 'amount': '$5M'}}]}"
6821,General Partner at Amplify Partners,Mike Dauber,Pre-seed,"Menlo Park, California","Los Altos, California",general_partner,500000,5000000,2750000,General Partner at Amplify Partners,,,,,1,Amplify Partners,"{'id': '2435', 'name': 'MBA', 'field_of_study': 'Economics', 'school': {'id': '26912', 'name': 'The Wharton School, University of Pennsylvania', 'display_name': 'The Wharton School, University of Pennsylvania', 'total_student_count': 12}}","{'id': '40034', 'company_display_name': 'StackRox', 'total_raised': ['$66M'], 'coinvestor_names': ['Jon Chu (Khosla Ventures)', 'Aaref Hilaly (Bain Capital Ventures)', 'Venky Ganesan (Menlo Ventures)', 'Tomasz Tunguz (Theory Ventures)', 'Jason Franklin (XStarPartners)'], 'investor_profile_funding_rounds': [{'id': '64431', 'is_lead': None, 'board_role': {'id': '7986', 'title': 'investor'}, 'funding_round': {'id': '35821', 'stage': 'Series B', 'date': '2018-04-10T00:00:00Z', 'amount': '$25M'}}, {'id': '64432', 'is_lead': None, 'board_role': {'id': '7986', 'title': 'investor'}, 'funding_round': {'id': '5', 'stage': 'Series A', 'date': '2017-07-18T00:00:00Z', 'amount': '$14M'}}, {'id': '64430', 'is_lead': True, 'board_role': {'id': '7986', 'title': 'investor'}, 'funding_round': {'id': '26399', 'stage': 'Seed Round', 'date': '2015-01-01T00:00:00Z', 'amount': '0'}}]}"
17150,Co-Founder & General Partner at Footwork,Mike Smith,Seed,San Francisco Bay Area,San Francisco Bay Area,general_partner,250000,3000000,1500000,Co-Founder & General Partner at Footwork,,,,,1,Footwork,,"{'id': '58144', 'company_display_name': 'Daring Foods', 'total_raised': ['$110M'], 'coinvestor_names': ['Chase Coleman (Tiger Global Management)', 'dan levitan (Maveron)', 'Steve Aoki', 'Chung Ng'], 'investor_profile_funding_rounds': [{'id': '68283', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '38009', 'stage': 'Series A', 'date': '2020-09-22T00:00:00Z', 'amount': '$8.8M'}}]}"
8327,General Partner at Benchmark,Miles Grimshaw,Seed,"New York, New York","South San Francisco, California",general_partner,100000,15000000,8000000,General Partner at Benchmark,,,,,1,Benchmark,,"{'id': '55768', 'company_display_name': 'Supergreat', 'total_raised': ['$27M'], 'coinvestor_names': ['Ben Rubin (Sequoia Capital)', 'Jenny Fielding (Everywhere Ventures (The Fund))', 'Jennifer “Jenny"" Fleiss (Volition Capital)', 'Scooter Braun (TQ Ventures)', 'Schuster Tanger (TQ Ventures)', 'Neil Sirni (Arrive)'], 'investor_profile_funding_rounds': [{'id': '66413', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '36335', 'stage': 'Series A', 'date': '2020-12-02T00:00:00Z', 'amount': '$6.5M'}}]}"
5986,"Co-President, General Partner, Head of Global Healthcare at New Enterprise Associates (NEA)",Mohamad Makhzoumi,Series A,"Menlo Park, California","Menlo Park, California",general_partner,2000000,50000000,25000000,"Co-President, General Partner, Head of Global Healthcare at New Enterprise Associates (NEA)",,,,,1,New Enterprise Associates (NEA),,"{'id': '19951', 'company_display_name': 'Welltok', 'total_raised': ['$160M'], 'coinvestor_names': ['Kevin Spain (Emergence Capital)', 'Lily Huang (New Enterprise Associates (NEA))', 'Blake Wu (New Enterprise Associates (NEA))', 'Nina Kjellson (Canaan Partners)', 'Michael Greeley (Flare Capital Partners)', 'Bruce Hallett (Miramar Ventures)', 'Sharon Stevenson (Okapi Venture Capital)'], 'investor_profile_funding_rounds': [{'id': '74834', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '11718', 'stage': 'Series E', 'date': '2016-10-05T00:00:00Z', 'amount': '$34M'}}, {'id': '74839', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '11720', 'stage': 'Series D', 'date': '2015-01-08T00:00:00Z', 'amount': '$37M'}}, {'id': '74840', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '11722', 'stage': 'Series C', 'date': '2014-02-11T00:00:00Z', 'amount': '$22M'}}]}"
8287,General Partner at Bond,Mood Rowghani,Series A,San Francisco Bay Area,"San Francisco, California",general_partner,100000,25000000,8000000,General Partner at Bond,,,,,1,Bond,,"{'id': '11006', 'company_display_name': 'Indiegogo', 'total_raised': ['$57M'], 'coinvestor_names': ['Jules Maltz (IVP)', 'Tim Draper (Draper Associates)', 'Eliot Durbin (Boldstart Ventures)', 'Alexander Rosen (Ridge Ventures (Formerly known as IDG Ventures USA))', 'Jonno Elliott (Virgin Group)', 'Mike Bergelson (Glencrest Group)', 'Max Levchin (Scifi Vc)', 'Maynard Webb (Webb Investment Network)', 'Richard Branson', 'Steve Schoettler'], 'investor_profile_funding_rounds': [{'id': '19445', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '11261', 'stage': 'Series B', 'date': '2014-01-28T00:00:00Z', 'amount': '$40M'}}]}"
8879,General Partner at Canaan Partners,Nina Kjellson,Series A,"San Francisco, California","Menlo Park, California",general_partner,250000,20000000,10000000,General Partner at Canaan Partners,,,,,1,Canaan Partners,,"{'id': '45777', 'company_display_name': 'Fluidigm', 'total_raised': ['$7.5M'], 'coinvestor_names': [], 'investor_profile_funding_rounds': [{'id': '20264', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '13762', 'stage': 'Venture Round', 'date': '2009-11-19T00:00:00Z', 'amount': '$7.5M'}}]}"
5991,General Partner at New Enterprise Associates (NEA),Paul Walker,Series A,"Menlo Park, California","Menlo Park, California",general_partner,2000000,50000000,25000000,General Partner at New Enterprise Associates (NEA),,,,,1,New Enterprise Associates (NEA),,"{'id': '75913', 'company_display_name': 'Nektar Therapeutics', 'total_raised': [], 'coinvestor_names': [], 'investor_profile_funding_rounds': [{'id': '126763', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '69856', 'stage': 'Post-IPO Equity', 'date': '2011-01-01T00:00:00Z', 'amount': '0'}}]}"
8631,General Partner at CRV,Reid Christian,Series A,San Francisco Bay Area,San Francisco Bay Area,general_partner,500000,20000000,13000000,General Partner at CRV,,,,,1,CRV,"{'id': '1744', 'name': 'Bachelor of Arts', 'field_of_study': None, 'school': {'id': '25538', 'name': 'Bates College', 'display_name': 'Bates College', 'total_student_count': 2}}","{'id': '56486', 'company_display_name': 'Vercel', 'total_raised': ['$310M'], 'coinvestor_names': ['Daniel Levine (Accel)', 'Tyson Clark (GV (Google Ventures))', 'Glenn Solomon (GGV Capital)', 'Geoff Lewis (Bedrock Capital)', 'Morgan Livermore (Quiet Capital)'], 'investor_profile_funding_rounds': [{'id': '118720', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '57556', 'stage': 'Series D', 'date': '2021-11-23T00:00:00Z', 'amount': '$150M'}}, {'id': '70713', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '38282', 'stage': 'Series C', 'date': '2021-06-23T00:00:00Z', 'amount': '$100M'}}, {'id': '70705', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '35031', 'stage': 'Series B', 'date': '2020-12-16T00:00:00Z', 'amount': '$40M'}}, {'id': '70710', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '35035', 'stage': 'Series A', 'date': '2020-04-21T00:00:00Z', 'amount': '$21M'}}]}"
6631,General Partner at Emergence Capital,Santi Subotovsky,Series A,"Los Altos, California","Los Altos, California",general_partner,100000,10000000,1000000,General Partner at Emergence Capital,,,,,1,Emergence Capital,,"{'id': '14243', 'company_display_name': 'SimpleLegal', 'total_raised': ['$10M'], 'coinvestor_names': ['Jim Andelman (Bonfire Ventures)', 'Ian McNish'], 'investor_profile_funding_rounds': [{'id': '31274', 'is_lead': True, 'board_role': {'id': '12764', 'title': 'Investor and Board of Director'}, 'funding_round': {'id': '15821', 'stage': 'Series A', 'date': '2017-06-29T00:00:00Z', 'amount': '$10M'}}]}"
8371,General Partner at D20 Capital,Sungjoon Cho,Series A,San Francisco Bay Area,San Francisco Bay Area,general_partner,100000,10000000,1000000,General Partner at D20 Capital,,,,,1,D20 Capital,,"{'id': '52098', 'company_display_name': 'Bear Flag Robotics', 'total_raised': ['$11M'], 'coinvestor_names': ['Rohit Sharma (True Ventures)', 'Zachary Ginsburg (Gaingels)', 'Vikram Lakhwara (GCVC (Green Cow Venture Capital))'], 'investor_profile_funding_rounds': [{'id': '66932', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '36416', 'stage': 'Seed Round', 'date': '2021-01-21T00:00:00Z', 'amount': '$7.9M'}}]}"
49153,"Co-Founder & General Partner at A*, Chairman & Co-Founder of Eventbrite (NYSE: EB)",Kevin Hartz,Seed,"San Francisco, California","San Francisco, California",general_partner,100000,10000000,3000000,"Co-Founder & General Partner at A*, Chairman & Co-Founder of Eventbrite (NYSE: EB)",,,,,0,A* Capital (A Star Capitail),"{'id': '12029', 'name': '', 'field_of_study': '', 'school': {'id': '25223', 'name': 'Stanford University', 'display_name': 'Stanford University', 'total_student_count': 428}}","{'id': '76374', 'company_display_name': 'Newfront', 'total_raised': ['$240M'], 'coinvestor_names': ['Chad Byers (Susa Ventures)', 'Peter Reinhardt', 'Evan Moore', 'Tony Xu'], 'investor_profile_funding_rounds': [{'id': '141693', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '76718', 'stage': 'Series B', 'date': '2018-12-01T00:00:00Z', 'amount': '$30M'}}, {'id': '141692', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '76717', 'stage': 'Series A', 'date': '2018-09-01T00:00:00Z', 'amount': '$9M'}}]}"
14399,General Partner at Spark Capital,Natalie Sandman,Seed,San Francisco Bay Area,"San Francisco, California",general_partner,5000000,15000000,10000000,General Partner at Spark Capital,,,,,0,Spark Capital,"{'id': '7938', 'name': 'B.A.', 'field_of_study': 'Applied Math, Economics', 'school': {'id': '25380', 'name': 'Harvard University', 'display_name': 'Harvard University', 'total_student_count': 175}}","{'id': '59710', 'company_display_name': 'Shepherd', 'total_raised': ['$6.7M'], 'coinvestor_names': ['Brian OReilly (Greenlight Re)', 'Christian Hager (Fram Venture AS)', 'Kris Riise'], 'investor_profile_funding_rounds': [{'id': '74472', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '41063', 'stage': 'Seed Round', 'date': '2021-09-02T00:00:00Z', 'amount': '$6.2M'}}]}"
15828,Co-Founder and General Partner at Baukunst,Kate McAndrew,Series A,San Francisco Bay Area,"San Francisco, California",general_partner,100000,5000000,1500000,Co-Founder and General Partner at Baukunst,,,,,0,Baukunst,,"{'id': '49688', 'company_display_name': 'Wone', 'total_raised': ['$1.4M'], 'coinvestor_names': ['Steve Barham'], 'investor_profile_funding_rounds': [{'id': '79492', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '31833', 'stage': 'Seed Round', 'date': '2019-04-05T00:00:00Z', 'amount': '$1.4M'}}]}"
30155,General Partner at Bowery Capital,Loren Straub,Seed,"San Francisco, California","San Francisco, California",general_partner,1000000,5000000,1500000,General Partner at Bowery Capital,,,,,0,Bowery Capital,,"{'id': '61529', 'company_display_name': 'Stork Club', 'total_raised': ['$33M'], 'coinvestor_names': ['Hemant Taneja (General Catalyst)', 'Dave Morin (Offline Ventures)', 'Kevin Mahaffey (SNR)', 'Zachary Sims', 'Oleg Rogynskyy'], 'investor_profile_funding_rounds': [{'id': '110640', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '43907', 'stage': 'Series A', 'date': '2021-06-16T00:00:00Z', 'amount': '$30M'}}, {'id': '110638', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '61019', 'stage': 'Seed Round', 'date': '2020-05-28T00:00:00Z', 'amount': '$2.7M'}}]}"
11402,Co-Founder at Symbolic Capital,Kenzi Wang,Pre-seed,"New York, New York","New York, New York",general_partner,100000,10000000,1000000,Co-Founder at Symbolic Capital,,,,,0,Symbolic Capital,"{'id': '1849', 'name': 'Master of Business Administration (MBA)', 'field_of_study': 'Finance and Financial Management Services', 'school': {'id': '25213', 'name': 'University of Pennsylvania - The Wharton School', 'display_name': 'University of Pennsylvania - The Wharton School', 'total_student_count': 166}}","{'id': '11651', 'company_display_name': 'Mainframe', 'total_raised': ['$30M'], 'coinvestor_names': ['Andy McLoughlin (Uncork Capital)', 'Rob Kniaz (Hoxton Ventures)', 'Evan Cheng'], 'investor_profile_funding_rounds': [{'id': '79549', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '43882', 'stage': 'Seed Round', 'date': '2018-03-01T00:00:00Z', 'amount': '0'}}]}"
24588,General Partner at Dragonfly Capital Partners,Ashwin Ramachandran,Series A,"San Francisco, California","San Francisco, California",general_partner,1000000,10000000,5000000,General Partner at Dragonfly Capital Partners,,,,,0,Dragonfly Capital Partners,,"{'id': '70242', 'company_display_name': 'Ref Finance', 'total_raised': ['$4.8M'], 'coinvestor_names': ['Saurabh Sharma (Jump Crypto)'], 'investor_profile_funding_rounds': [{'id': '107259', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '59351', 'stage': 'Initial Coin Offering', 'date': '2022-02-17T00:00:00Z', 'amount': '$4.8M'}}]}"
12668,,Rajeev Madhavan,Pre-seed,San Francisco Bay Area,,general_partner,100000,5000000,2000000,,,,,,0,Clear Ventures,"{'id': '6766', 'name': 'B. Tech', 'field_of_study': 'Electronics and Communications', 'school': {'id': '32411', 'name': 'National Institute of Technology Karnataka', 'display_name': 'National Institute of Technology Karnataka', 'total_student_count': 6}}","{'id': '53768', 'company_display_name': 'DRIVEU', 'total_raised': ['$3M'], 'coinvestor_names': [], 'investor_profile_funding_rounds': [{'id': '53897', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '30532', 'stage': 'Seed Round', 'date': '2018-03-27T00:00:00Z', 'amount': '$3M'}}]}"
6836,Founding General Partner at Alpine Ventures,Edward Suh,Series B,San Francisco Bay Area,San Francisco Bay Area,general_partner,100000,5000000,1500000,Founding General Partner at Alpine Ventures,Principal  ,Goodwater Capital,,,0,Alpine Ventures,"{'id': '2531', 'name': 'MS', 'field_of_study': 'Computer Science - Artificial Intelligence', 'school': {'id': '25223', 'name': 'Stanford University', 'display_name': 'Stanford University', 'total_student_count': 428}}","{'id': '58226', 'company_display_name': 'Photomath', 'total_raised': ['$29M'], 'coinvestor_names': ['JP (Jean-Paul) Sanday (Menlo Ventures)', 'Chi-Hua Chien (Goodwater Capital)'], 'investor_profile_funding_rounds': [{'id': '68517', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '38146', 'stage': 'Series B', 'date': '2021-02-18T00:00:00Z', 'amount': '$23M'}}, {'id': '68516', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '38142', 'stage': 'Series A', 'date': '2018-11-06T00:00:00Z', 'amount': '$6M'}}]}"
17382,General Partner at Andreessen Horowitz,Ali Yahya,Seed,San Francisco Bay Area,San Francisco Bay Area,general_partner,10000,100000000,10000000,General Partner at Andreessen Horowitz,,,Investing in crypto,,2,Andreessen Horowitz,,"{'id': '62525', 'company_display_name': 'Nym Technologies', 'total_raised': ['$20M'], 'coinvestor_names': ['Guy Wuollet (Andreessen Horowitz)', 'William Wolf (Polychain Capital)'], 'investor_profile_funding_rounds': [{'id': '99813', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '55154', 'stage': 'Series A', 'date': '2021-11-17T00:00:00Z', 'amount': '$13M'}}]}"
17384,General Partner at Andreessen Horowitz,Anish Acharya,Series A,San Francisco Bay Area,"San Francisco, California",general_partner,10000,100000000,10000000,General Partner at Andreessen Horowitz,,,Investing in fintech and consumer,,2,Andreessen Horowitz,,"{'id': '57852', 'company_display_name': 'Reforge', 'total_raised': ['$81M'], 'coinvestor_names': ['Andrew Chen (Andreessen Horowitz)', 'Gautam Gupta (TCV)', 'Fernando Pontaza (Invariantes Fund)'], 'investor_profile_funding_rounds': [{'id': '115424', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '63731', 'stage': 'Series B', 'date': '2022-03-03T00:00:00Z', 'amount': '$60M'}}, {'id': '67290', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '37518', 'stage': 'Series A', 'date': '2021-02-23T00:00:00Z', 'amount': '$21M'}}]}"
17399,General Partner at Andreessen Horowitz,Jonathan Lai,Seed,San Francisco Bay Area,"Menlo Park, California",general_partner,500000,40000000,20000000,General Partner at Andreessen Horowitz,,,"games, new media, next-gen social, and edtech investments",,2,Andreessen Horowitz,,"{'id': '60900', 'company_display_name': 'Core Loop Games', 'total_raised': ['$14M'], 'coinvestor_names': ['David Brillembourg (Dune Ventures)'], 'investor_profile_funding_rounds': [{'id': '99815', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '46312', 'stage': 'Series A', 'date': '2021-11-05T00:00:00Z', 'amount': '$12M'}}]}"
18116,"Managing Director @ IndieBio, General Partner @ SOSV",Po Bronson,Pre-seed,"San Francisco, California","San Francisco, California",general_partner,250000,5000000,500000,"Managing Director @ IndieBio, General Partner @ SOSV",,,"When everyone else says ""too early,"" it's often just right for IndieBio. We like huge, daring things. We like risk, and just minimize the cost of risk.",We deploy 80% of our capital after the Accelerator stage -- but we only invest in companies that have been through an SOSV accelerator program at some point in time. So ... we don't come into companies at later rounds. We start Pre-Seed and continue investing through Series B or C.,2,SOSV,"{'id': '9624', 'name': 'Master of Fine Arts - MFA', 'field_of_study': 'Creative Writing', 'school': {'id': '31457', 'name': 'San Francisco State University', 'display_name': 'San Francisco State University', 'total_student_count': 7}}","{'id': '44931', 'company_display_name': 'Mendel.ai', 'total_raised': ['$63M'], 'coinvestor_names': ['Arvind Gupta (Mayfield)', 'Hurst Lin (DCM)', 'Kyle Lui (DCM)', 'Mark Goldstein (Advisors Fund LLC)'], 'investor_profile_funding_rounds': [{'id': '125835', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '37835', 'stage': 'Series A', 'date': '2021-06-07T00:00:00Z', 'amount': '$18M'}}]}"
17268,Co-Founder & General Partner at Patron,Jason Yeh,Pre-seed,Europe,"Los Angeles, California",general_partner,750000,4000000,2000000,Co-Founder & General Partner at Patron,,,,,0,Patron,,"{'id': '41762', 'company_display_name': 'Public Goods', 'total_raised': ['$3M'], 'coinvestor_names': ['Rick Desai (Listen )', 'Caterina Fake (Yes VC)', 'Bryan Rosenblatt (Craft Ventures)'], 'investor_profile_funding_rounds': [{'id': '61876', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '30057', 'stage': 'Seed Round', 'date': '2017-09-11T00:00:00Z', 'amount': '0'}}]}"
8347,"General Partner, Co-Head Venture at Tribe Capital",Prateek Alsi,Series A,"Palo Alto, California","San Francisco, California",general_partner,25000,40000000,6000000,"General Partner, Co-Head Venture at Tribe Capital",,,,,1,Tribe Capital,,
